age,firstAnimeAppearance,firstMangaAppearance,village,nameMeaning,notableFeatures,notableQuotes,rank,avatarSrc,description,name
36,Naruto Episode 86,Chapter 149,,,,,,https://narutoql.s3.amazonaws.com/ParlorMan.jpg,"Souzu operated one of the most expensive gambling parlors in the Fire Country. When Tsunade came to his hall, he used her ""Legendary"" sucker status to make a lot of money off her. Later, when Jiraiya asked around to see if anyone had seen her, he was able to provide Jiraiya information as to her location.",Souzu
,OAV Special #2,,Waterfall Village,A mist over a body of water,,,Jounin (Missing-Nin),https://narutoql.s3.amazonaws.com/Suien.jpg,"Said to be the best ninja of Hidden Waterfall village, Suien betrayed his village and helped Missing-Nin from Hidden Rain attack his home village to take the legendary Hero Water. This water would grant the drinker ten times their normal chakra, however it would also eat away at their life.",Suien
,Naruto Episode 216,,,"A name, Sui=Water Ko=Tiger or drunkard",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Suiko.jpg,Suiko was a member of the Shitenshounin (Four Heavenly Directions) group. He and his comrades abducted Sand student Matsuri to draw Gaara away from Suna. They hoped to use Shukaku&apos;s chakra to resurrect their village founder Seimei.,Suiko
,Naruto Episode 178,,Star Village,The Pleiades star constellation,Dreams of being Hoshikage one day,,Unknown (Probably Genin),https://narutoql.s3.amazonaws.com/Sumaru.jpg,Sumaru is a young ninja in Hidden Star Village who one day dreams of being the village leader.,Sumaru
26,Shippuuden Episode 120,Chapter 244,Rock Village,To be lucid or clear,,,Special Jounin,https://narutoql.s3.amazonaws.com/Sumashi.jpg,Sumashi served as a ninja in Hidden Rock during their invasion of Hidden Grass approximately 13 years before the start of the series.,Sumashi
,Naruto Episode 152,,,"Suke=Help or rescue, za=Sit or Seat",,,,https://narutoql.s3.amazonaws.com/Sukeza.jpg,"Sukeza was an old miner in the River Country. He trudged through his day trying to avoid the rather of Raiga and his men. When Neji and his team came to investigate the mining operations at Katabami Kinzan, they saved Sukeza from being beaten by Raiga&apos;s men. Sukeza hated being helped though, because it would only single him out for punishment later. When he attempted to beat himself up to look like he was attacked as well, Lee stopped him and promised to help the miners.",Sukeza
17,Naruto Episode 24,Chapter 41,Leaf Village,,,,Genin,https://narutoql.s3.amazonaws.com/Sukima.jpg,Sukima was a Genin who took the Chuunin Exam. He was expelled from the first test after being caught cheating five times.,Sukima
21,Naruto Episode 86,Chapter 150,,Japanese Pampas Grass,,,,https://narutoql.s3.amazonaws.com/Susuki.jpg,"Susuki worked alongside Momiji as a customer service attendant in a men&apos;s club. They personally attended to the needs of a high paying client, Jiraiya.",Susuki
,Shippuude Episode 247,Chapter 500,Leaf Village,"As kanji can mean ""eventfulness"" or ""lots of time""",,,,https://narutoql.s3.amazonaws.com/Taji.jpg,Taji was an ANBU and trained medical ninja.,Taji
29,Shippuude Episode 117,Chapter 351,,,,,,https://narutoql.s3.amazonaws.com/Takishi.jpg,Takishi was a prisoner from Orochimaru&apos;s Northern Hideout. He and other prisoners were experimented upon with cursed seals.,Takishi
16,Shippuuden Episode 121,Chapter 354,,A type of bracelet,,,,https://narutoql.s3.amazonaws.com/YoungerCat.jpg,"Tamaki is the granddaughter of the ""Elder Cat."" Both women operate a supply shop located in an abandoned city.",Tamaki
18,Naruto Episode 35,Chapter 60,Leaf Village,"""Forging"", A name",,,Genin,https://narutoql.s3.amazonaws.com/Tanzou.jpg,"Tanzou was a Genin from Hidden Leaf who particpated in the Chuunin exam. He and his teammates made it to the second test of the exam. While he was off finding food, his teammates decided to open their Heaven scroll. Unfortunately this served to automatically disqualify the team. When he returned he found his teammates Minoji and Shibire knocked out and their exam over.",Tanzou
,Movie Four,,,,,,,https://narutoql.s3.amazonaws.com/Taruho.jpg,"Taruho was the personal bodyguard of Shion, the High Priestess of the Demon Country. When Yomi and his men attacked, Taruho helped Shion escape to safety and into the hands of ninja from Konoha.",Taruho
44,Naruto Episode 11,Chapter 19,,,,,,https://narutoql.s3.amazonaws.com/Teguse.jpg,Teguse is poor citizen of the Wave Country. He attempted to steal Sakura&apos;s satchel and she mistook him for a pervert instead and beat him down.,Teguse
,,Chapter 488,,,,,,https://narutoql.s3.amazonaws.com/Tenga.jpg,Tenga served as a communications specialist.,Tenga
,Movie Two,,,,,,,https://narutoql.s3.amazonaws.com/Temujin.jpg,"Temujin served as a knight in Haido&apos;s ""Utopian"" army. Temujin could use the power of the Gelel stone in his chest to heal more quickly and provide protection against attack.",Temujin
,,,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/NAI.jpg,Tera is an ANBU Root member in Hidden Leaf Village. Tera was ordered to track Mitarashi Anko along with fellow Root member Dajimu. Both members are regarded as the best trackers in Root.,Tera
,Shippuude Episode 198,Chapter 454,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/Terai.jpg,Terai is an ANBU Root member in Hidden Leaf Village. He was ordered to find Yakushi Kabuto before Mitarashi Anko was able to locate him.,Terai
35,Shippuude Episode 116,Chapter 348,,,,,,https://narutoql.s3.amazonaws.com/Tetsuru.jpg,Tetsuru was a prisoner from Orochimaru&apos;s Southern Hideout.,Tetsuru
12,Naruto Episode 3,Chapter 3,Leaf Village,,,,Genin,https://narutoql.s3.amazonaws.com/Tobio.jpg,"Tobio was a Genin who was among Naruto&apos;s Academy graduating class. He accidentally bumped into Naruto who was crouching behind him. Unfortunately that knocked Naruto&apos;s lips right into Sasuke&#xFFFD;s causing him to ""steal"" Sasuke&apos;s first kiss, much to the horror of all the girls in the class.",Tobio
,Naruto Episode 209,,,"A roar, Rumble or Pounding",,,,https://narutoql.s3.amazonaws.com/Todoroki.jpg,Todoroki was a guard commander in the Forest Country. Several years ago the Shinobazu group murdered his family and burned his home to the ground. He trained himself and joined the military in the hope of one day bringing them to justice.,Todoroki
,Naruto Episode 163,,,"Time, hour, moment, also a type of Japanese crested ibis bird",,,,https://narutoql.s3.amazonaws.com/Toki.jpg,"Toki was the daughter of the Bird Country feudal lord and the twin sister of Sagi. She grew up friends with Chishima, and she, Sagi and him would play by the lake near the capital. Shortly after her father was reportedly murdered, she herself was said to have been killed.",Toki
6,Naruto Episode 75,Chapter 129,Sand Village,"Stop, end or stay over",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Tomari.jpg,"Tomari and his friends were playing with a ball in Hidden Sand several years before the start of the series. When their ball got caught on a roof, a young Gaara used his sand to get it down. Tomari and the others were frightened of Gaara and the powers he wielded. They ran and Gaara sought to stop them to show them he meant to return their ball. His sand wrapped around Tomari and the others. As it began to constrict Yashamaru arrived to save them and escort Gaara away.",Tomari
29,Naruto Episode 7,Chapter 12,Leaf Village,Kumade= A bamboo rake,,,Special Jounin,https://narutoql.s3.amazonaws.com/Kumade.jpg,Toriichi Kumade was Special Jounin from Hidden Leaf who was killed by Zabuza in the past.,Toriichi Kumade
20,Naruto Episode 65,Chapter 110,Grass Village,"Saliva, guard on a sword, a name",,,Chuunin,https://narutoql.s3.amazonaws.com/Tsuba.jpg,Tsuba and his partner Midori were personal guards of a Grass Country feudal lord during the third test of the Chuunin Exam.,Tsuba
28,Naruto Episode 1,Chapter 1,,Camellia flower,,,,https://narutoql.s3.amazonaws.com/Tsubaki.jpg,"Tsubaki is the parent of a Genin ninja in Konoha. Like some adults, she views Naruto as the demon fox itself, and looks down upon his existance.",Tsubaki
,Naruto Episode 143,,Leaf Village,Camellia flower,Mizuki&apos;s fianc&#xFFFD;e,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/Tsubaki2.jpg,Tsubaki served as a ninja in Hidden Leaf village. In the past she held a loving relationship with Mizuki.,Tsubaki (II)
6,Naruto Episode 75,Chapter 129,Sand Village,"tsuchi=Earth, soil no=plains",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Tsuchino.jpg,"Tsuchino and his friends were playing with a ball in Hidden Sand several years before the start of the series. When their ball got caught on a roof, a young Gaara used his sand to get it down. Tsuchino and the others were frightened of Gaara and the powers he wielded. They ran and Gaara sought to stop them to show them he meant to return their ball. His sand wrapped around Tsuchino and the others. As it began to constrict Yashamaru arrived to save them and escort Gaara away.",Tsuchino
,Movie Three,,,"Tsuki=Moon, Michiru=A name, to be full, moon waxing, tide rising, to expire",,,,https://narutoql.s3.amazonaws.com/Michiru.jpg,"Tsuki&#x2022;Michiru was the overweight son of the Moon Country king. He and his son Hikaru traveled the word while his father dealt with political matters at home. Michiru was once married to Amayo. She left him due to his misplaced love of wealth and his failure to understand what really mattered in life. After his wife left him, Michiru began to eat to excess.",Tsuki Michiru
,Movie Three,,,"Tsuki=Moon, Hikaru=A name, to shine, glitter, to be bright",,,,https://narutoql.s3.amazonaws.com/Hikaru.jpg,Tsuki&#x2022;Hikaru was the grandson of the Moon Country leader. He was given anything he wanted and acted petulant. When he saw a circus on his journey with his father Michiru he had his father purchase it. He was awe-struck by the rare saber-tooth tiger Chamu and sought to become the tiger&apos;s friend. Ninja from Konoha were hired to protect his father&apos;s convoy and Naruto did not appreciate Hikaru&apos;s attitude. During this journey he met his mother Amayo for the first time since he was little. He learned she didn&apos;t appreciate his father&apos;s failure to understand what was important in life.,Tsuki Hikaru
23,Shippuude Episode 117,Chapter 350,,As kanji can mean horsetail or the scouring rush plant,,,,https://narutoql.s3.amazonaws.com/Tsukushi.jpg,Tsukushi was a prisoner from Orochimaru&apos;s Northern Hideout. He and other prisoners were experimented upon with cursed seals.,Tsukushi
,Shippuuden Episode 147,,Mist Village,"As kanji can mean sword, A name",,,,https://narutoql.s3.amazonaws.com/Tsurugi.jpg,"Tsurugi was a Mist ANBU captain tasked with hunting down the Rokubi Jinchuuriki Utakata. He and his unit eventually found Utakata and made a plea for him to return to his village, as the bloody practices once carried out there had stopped.",Tsurugi
,Naruto Episode 209,,,A name,,,,https://narutoql.s3.amazonaws.com/Tsuzumi.jpg,Tsuzumi was a police captain in the Forest Country. He oversaw the delivery of Shinobazu member Gantetsu back to the Forest Country capital for trial.,Tsuzumi
22,Naruto Episode 123,Chapter 210,Leaf Village,To gargle or rinse the mouth,Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Ugai.jpg,"This Medical-Nin served in Konoha Hospital. Note that the anime changed Ugai&apos;s appearance, his bio image has been changed to reflect his manga look.",Ugai
28,Shippuuden Episode 129,Chapter 369,Rain Village,"To drill, bore, pierce, to be true to one&apos;s nature",,,,https://narutoql.s3.amazonaws.com/Ugatsu.jpg,Ugatsu was a Hidden Rain ninja loyal to old leadership regime of Hidden Rain. Ugatsu was proficient in silent infiltration. He and his men tried to infiltrate Pain&apos;s base town in the hopes of killing him.,Ugatsu
,Naruto Episode 204,,Leaf Village,Sea of clouds,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/Unkai.jpg,"Unkai was the caretaker of the Kurama clan. After the head of the Kurama main branch died in a fire, he took over duties running the clan. Like other members of the clan, he specialized in Genjutsu attacks.",Unkai
,Shippuuden Episode 199,Chapter 456,,,,,,https://narutoql.s3.amazonaws.com/Urakaku.jpg,"Urakaku was a samurai who acted as a personal bodyguard and assistant to Mifune, the leader of the Iron Country.",Urakaku
,Naruto Episode 102,,,,,,,https://narutoql.s3.amazonaws.com/Kyuuroku.jpg,Wagarashi Kyuuroku is the head of the ruling Wagarashi family in the Tea Country.,Wagarashi Kyuuroku
,Naruto Episode 97,,,Wasabi=Japanese horseradish,,,,https://narutoql.s3.amazonaws.com/Jirocho.jpg,Wasabi Jirocho is the head of the Wasabi family in the Tea Country. He is also an acquaintance of the Sannin Tsunade.,Wasabi Jirocho
,Naruto Episode 195,,,"A scaffold, turret",,,,https://narutoql.s3.amazonaws.com/country/FireCountry.gif,"Yagura was young man who came to Konoha to study taijutsu under Might Guy. Yagura showed much progress in the week he trained under Guy. When Guy suggested Lee and Yagura spar, the youth hurt the already injured Lee. Yagura was surprised to learn Lee trained with weights and was previously injured. Outside of Guy&apos;s presence he mocked Lee and misled him about Guy&apos;s intentions.",Yagura
32,Naruto Episode 1,Chapter 1,Leaf Village,A balancing toy,,,Chuunin,https://narutoql.s3.amazonaws.com/Yajirobee.jpg,"A Chuunin from Leaf Village, Yajirobee and other Leaf ninja hunted for Naruto after he stole the forbidden scroll.",Yajirobee
,Movie Four,,,Underworld,Medical-Nin,,,https://narutoql.s3.amazonaws.com/Yomi.jpg,Yomi was a ninja skilled in the dark medical arts. In the past he was the top army leader of the demon Mouryou.,Yomi
8,OAV Special #1,,Leaf Village,"Yoshino= A name, Kaede=""Maple"" and a Name",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Kaede.jpg,"Yoshino Kaede was Konohamaru&apos;s classmate at the Ninja Academy. When her father had to move the family to a different village, Konohamaru sought out the legendary crimson four-leaf clover to grant his wish to allow her to stay.",Yoshino Kaede
,Naruto Episode 179,,Star Village,"A nighthawk, street walker",,,Unknown (Probably Chunin),https://narutoql.s3.amazonaws.com/Yotaka.jpg,Yotaka is a ninja in Hidden Star Village who has undertaken the Kujaku Myouhou meteor training. He and his partner Shisou worked closely with Akahoshi.,Yotaka
,Naruto Episode 158,,Leaf Village,With gusto,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Yun.jpg,"Yun was a classmate of Konohamaru&apos;s in Leaf Village. Yun, and her teammates Chen and Samo undertook the mission to Takurami Mountain under Rock Lee. Yun and her teammates admired Lee and his spaz personality. When they referred to Lee as ""Lee-sensei"" he was shocked with happiness. He then drove them to experience youth and run into the setting sun.",Yun
24,Shippuuden Episode 8,Chapter 250,Leaf Village,,Message Decoder,,,https://narutoql.s3.amazonaws.com/Decoder.jpg,Yurika was a member of the Konoha code team. This team helps decode messages from foreign villages.,Yurika
,Naruto Episode 187,,,"Yu=hundred ri=suit, join no=of jou=help",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Yurinojou.jpg,"Yurinojou was a ninja from the Vegetable Country. Trained in Flower Ninjutsu, he acted as the personal bodyguard to Princess Haruna.",Yurinojou
27,Shippuuden Episode 129,Chapter 368,Rain Village,Evening rain,,,Genin,https://narutoql.s3.amazonaws.com/RainMiss1.jpg,Yuudachi was a missing-nin who hailed from Hidden Rain village.,Yuudachi
